56;468
63;347
53;425
48;305
59;429
55;440
61;396
43;170
71;107
46;232
50;357
47;273
41;115
54;452
44;176
49;324
58;460
39;51
60;396
64;292
62;378
52;388
51;360
36;22
31;5
65;246
42;131
33;16
77;33
57;479
69;139
74;55
45;219
80;10
70;141
72;96
67;223
66;252
68;165
76;45
37;43
75;44
40;78
73;66
35;19
38;49
87;1
34;15
79;20
83;4
78;15
81;5
32;8
28;2
84;2
29;1
30;1
27;1
25;2
82;4
88;1
85;1
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
-1;0
